,Knowledge_0,Knowledge_1,Knowledge_2,Knowledge_3,Knowledge_4,Knowledge_5,Knowledge_6,Knowledge_7,Knowledge_8,Knowledge_9,Knowledge_10,Knowledge_11,Knowledge_12,Knowledge_13,Knowledge_14,Knowledge_15,Knowledge_16,Knowledge_17,Knowledge_18,Knowledge_19,Knowledge_20,Knowledge_21,Knowledge_22
Student_386,0.47704986,0.49522674,0.49755463,0.5180975,0.50146914,0.48476365,0.5002317,0.5214701,0.50752246,0.50508285,0.48709574,0.50672406,0.5192698,0.51216316,0.49507907,0.5050043,0.5057645,0.48357564,0.49107707,0.5063115,0.49819484,0.5130544,0.4951817
Student_387,0.48971316,0.5050934,0.49775916,0.47905797,0.48938483,0.5042893,0.48311484,0.5147288,0.50147617,0.5093499,0.51853883,0.48389578,0.48542854,0.51110333,0.4822019,0.47696865,0.51995295,0.47920695,0.496096,0.5116495,0.5091619,0.5252238,0.49782628
Student_388,0.516537,0.5076312,0.4826361,0.49996316,0.51439655,0.4912268,0.5287618,0.5050894,0.48118502,0.4938458,0.49933404,0.48221582,0.48349854,0.48731583,0.49966264,0.51657575,0.48352167,0.4869672,0.49605438,0.49537086,0.4926581,0.5291493,0.5128945
Student_389,0.49422306,0.53518414,0.5081645,0.48701397,0.4759953,0.4932862,0.5025013,0.5081681,0.47879124,0.51549155,0.5109566,0.5009622,0.53380746,0.5060087,0.50162303,0.49690235,0.49450648,0.4991901,0.486521,0.49715573,0.50485086,0.49661216,0.4814939
Student_390,0.49731034,0.5046211,0.5109184,0.51480305,0.52366674,0.5144301,0.49107707,0.48833147,0.50964147,0.5122809,0.51749253,0.5240584,0.4795381,0.4812909,0.52172875,0.5023637,0.48008412,0.49451885,0.5044562,0.4857081,0.48326963,0.52592206,0.50084907
Student_391,0.49975252,0.48265046,0.5128528,0.5002899,0.49585533,0.46245393,0.4984723,0.49558538,0.5241697,0.51250935,0.4890244,0.48331964,0.47019795,0.50457966,0.4984546,0.49913484,0.48513108,0.4981938,0.49134526,0.4898041,0.46139482,0.48847008,0.49359295
Student_392,0.49357307,0.5061581,0.49601185,0.4948932,0.51309276,0.51953065,0.51011825,0.52248055,0.48737043,0.5288712,0.5190368,0.5125354,0.5174509,0.47635382,0.48513338,0.49432448,0.48702645,0.5030026,0.49119404,0.4962051,0.5028222,0.49619576,0.5029687
Student_393,0.49164855,0.5019176,0.49827737,0.49540982,0.49759036,0.51199055,0.512965,0.48994586,0.5105606,0.49203742,0.462368,0.46893886,0.5053122,0.49667868,0.50631934,0.5005989,0.507946,0.5024545,0.4925784,0.521626,0.4981092,0.4760336,0.45965585
Student_394,0.5211988,0.4801515,0.50493264,0.48973435,0.51109105,0.4875304,0.50557625,0.5085428,0.4661184,0.50009805,0.49878392,0.49831027,0.48178482,0.49625868,0.5037772,0.49078822,0.48174232,0.5041951,0.52334356,0.5286294,0.491754,0.48715526,0.5025732
Student_395,0.51227534,0.4760685,0.50757515,0.5043085,0.49117938,0.5124719,0.5031548,0.4983677,0.52060235,0.4733611,0.5406151,0.51278716,0.5053592,0.50835985,0.52268565,0.49630913,0.49590507,0.5071787,0.5126228,0.49401826,0.52295405,0.49203712,0.48884144
Student_396,0.4983332,0.5022388,0.5021226,0.50928724,0.49348196,0.48985368,0.4996855,0.4970819,0.5148778,0.48902434,0.53215283,0.48314822,0.50480354,0.49769762,0.50798315,0.48545083,0.51803035,0.495672,0.48857835,0.49898878,0.49365574,0.49068204,0.47224656
Student_397,0.49274296,0.49055028,0.50436026,0.49340034,0.48482916,0.514266,0.47326624,0.5154986,0.5171482,0.47464338,0.49518523,0.50037795,0.5018156,0.50407684,0.47404814,0.51536775,0.53610307,0.5184555,0.49360096,0.50696385,0.5144855,0.49648908,0.48704126
Student_398,0.5026289,0.465657,0.5024067,0.49947757,0.5120021,0.49414816,0.5249115,0.4759178,0.48642775,0.4770057,0.51242995,0.5049491,0.5000258,0.5011528,0.5037715,0.51019603,0.53410715,0.526507,0.4987331,0.52174085,0.49634266,0.48068374,0.5044008
Student_399,0.5524219,0.48636243,0.5104889,0.49533024,0.50088674,0.53011,0.48167777,0.48781934,0.47533438,0.5061957,0.5254017,0.50807595,0.50904477,0.4955619,0.5140507,0.49779198,0.49682212,0.5182202,0.4867373,0.5066236,0.5097819,0.4993259,0.49754187
Student_400,0.48279735,0.5140583,0.4977162,0.50632095,0.5016544,0.49274877,0.50713295,0.50006366,0.48912466,0.51634306,0.50864357,0.5183579,0.4995925,0.48887244,0.5050847,0.50844854,0.4973604,0.49717188,0.48055497,0.48731205,0.4951462,0.48214823,0.52597994
Student_401,0.4929703,0.5195767,0.48451546,0.49508473,0.5015133,0.49196482,0.49759996,0.5006777,0.4866797,0.500646,0.5131988,0.50123596,0.49946538,0.521163,0.4961617,0.5041987,0.4893274,0.5023258,0.51638937,0.48842183,0.47691512,0.49322227,0.52322567
Student_402,0.5092184,0.49470934,0.50649524,0.48317802,0.47851455,0.511117,0.50625175,0.4622494,0.5018885,0.49709535,0.48902047,0.52373606,0.5206082,0.49366543,0.49977276,0.50242114,0.49787334,0.52828413,0.48818955,0.47505927,0.49875665,0.485186,0.5282003
Student_403,0.51368225,0.50460106,0.49979565,0.5013806,0.50119776,0.5077875,0.51703346,0.4961494,0.4849726,0.47994107,0.4612795,0.51179504,0.5131575,0.4855896,0.5186065,0.5134802,0.50663054,0.5167573,0.48487663,0.5309428,0.49387774,0.51535475,0.48582938
Student_404,0.4691457,0.50522643,0.48121947,0.50373894,0.5249649,0.48135743,0.509141,0.516835,0.47539505,0.51485986,0.5082023,0.4752633,0.49712002,0.5295782,0.49101752,0.5193621,0.5139341,0.48621652,0.52141076,0.5338025,0.48278925,0.47667757,0.49446544
Student_405,0.488922,0.5214534,0.5189851,0.50312024,0.47387466,0.5131266,0.509714,0.50944716,0.506853,0.48974717,0.49475437,0.47396624,0.5041249,0.50606793,0.48651406,0.51184934,0.5083308,0.4923267,0.4997947,0.50160074,0.5026012,0.517853,0.47349876
Student_406,0.4878888,0.4897291,0.49920312,0.5158654,0.5144008,0.5059307,0.49687603,0.50713426,0.5331022,0.51081425,0.4829935,0.49744812,0.47987562,0.4998396,0.4931449,0.50186914,0.51151305,0.49180007,0.53379434,0.5008636,0.48935103,0.5067404,0.4924441
Student_407,0.51980793,0.48737636,0.5187095,0.51343745,0.5156679,0.4906188,0.5030811,0.51057804,0.49523398,0.506163,0.49474353,0.50425166,0.5088988,0.53101224,0.49199817,0.5024928,0.49860403,0.48452464,0.50340384,0.49772936,0.50628847,0.50989234,0.50675666
Student_408,0.48583546,0.49833235,0.5179714,0.4989395,0.5080527,0.48659992,0.5102316,0.5032469,0.49296975,0.4964741,0.50958985,0.5176989,0.48931232,0.51309484,0.4918346,0.49147803,0.5130745,0.50530195,0.52470416,0.5195151,0.52476364,0.5435476,0.49842852
Student_409,0.48858434,0.51706773,0.51209503,0.49670145,0.4881174,0.51222974,0.5170835,0.5060533,0.5004617,0.46990687,0.5048584,0.5392012,0.50298053,0.50602734,0.50875866,0.49269563,0.51807714,0.48822343,0.47730878,0.48165977,0.4857576,0.49469674,0.497108
Student_410,0.49882236,0.5017708,0.5033825,0.48500457,0.5003491,0.51228046,0.48405612,0.49458066,0.5104676,0.47359648,0.48470786,0.48807845,0.49747863,0.4931598,0.48538652,0.4913589,0.49876216,0.48873064,0.48992857,0.4724373,0.5065964,0.48717025,0.49941394
Student_411,0.48204613,0.5170838,0.50492686,0.47944212,0.5203547,0.50245255,0.5036825,0.5037466,0.5010146,0.5008667,0.4800982,0.51476496,0.50136226,0.50385636,0.5024356,0.5045138,0.49158967,0.49565762,0.5083878,0.5218379,0.49880144,0.50855434,0.5070825
Student_412,0.50978774,0.48342872,0.51368624,0.4925972,0.49909815,0.46962494,0.5092633,0.4886384,0.48856765,0.50998104,0.500418,0.50487196,0.5323657,0.4931068,0.4716903,0.5103737,0.48013678,0.48535973,0.5095323,0.51228505,0.5053749,0.48616207,0.49631435
Student_413,0.49752843,0.5201794,0.49313968,0.4700149,0.5147879,0.4958466,0.49511227,0.5303626,0.5159277,0.5081928,0.5016239,0.51973563,0.49808985,0.4997412,0.5241782,0.505803,0.47357312,0.48442703,0.5147996,0.4943597,0.5036581,0.47448632,0.48904076
Student_414,0.47548202,0.48496872,0.51493084,0.48296142,0.4907091,0.4846192,0.51154536,0.488129,0.48458192,0.5066346,0.5079198,0.50297534,0.51066583,0.5028969,0.50917524,0.50323874,0.4928667,0.4988884,0.51335657,0.49965382,0.49542853,0.4940965,0.49764177
Student_415,0.49767825,0.48642808,0.4915643,0.5051407,0.47850326,0.5015691,0.51515514,0.49150568,0.49925318,0.50300187,0.48405063,0.4810826,0.49131075,0.48294625,0.48447925,0.4982832,0.5286741,0.5132936,0.49784213,0.52457833,0.513285,0.5243313,0.5163596
Student_416,0.53393453,0.48924714,0.50292283,0.49295175,0.5237104,0.52166724,0.48753676,0.47561648,0.48017713,0.48254514,0.49727526,0.47720462,0.5317827,0.5308786,0.5020995,0.50095314,0.4880881,0.46565112,0.5106906,0.48873606,0.49552548,0.51579696,0.4960944
Student_417,0.4762742,0.51865906,0.50523424,0.50196946,0.5067605,0.5007906,0.49523795,0.5173141,0.5145047,0.48638555,0.5035233,0.50047785,0.49709815,0.48894122,0.4994251,0.47961503,0.50207376,0.50607884,0.5089682,0.47942355,0.50187,0.5109606,0.52114874
Student_418,0.5139847,0.49639305,0.4895034,0.51962495,0.5133703,0.5021636,0.5081987,0.5178738,0.5100159,0.52176297,0.5061841,0.4936164,0.48796618,0.4926989,0.51728237,0.51034975,0.507274,0.50659513,0.50494856,0.5029528,0.49961847,0.4866405,0.5107264
Student_419,0.51173186,0.5022646,0.4872264,0.50277126,0.48478627,0.5145207,0.503553,0.50223756,0.49116012,0.51106226,0.49870795,0.48607165,0.49064392,0.5116327,0.5029706,0.5123255,0.49996746,0.51422244,0.495892,0.49574628,0.47375295,0.5062048,0.5098849
Student_420,0.50216806,0.48265857,0.48435456,0.49534568,0.49146777,0.49160022,0.50814366,0.49957788,0.52670383,0.5167924,0.5284429,0.50930655,0.5009994,0.50667375,0.49612954,0.4997162,0.4776729,0.4962307,0.51934123,0.5008074,0.51159436,0.48095497,0.49822846
Student_421,0.5072975,0.48024145,0.5044682,0.49650285,0.5282579,0.5047339,0.50632834,0.49922454,0.49786553,0.5113476,0.49541765,0.4946249,0.49576432,0.5001117,0.52967,0.46828812,0.4822507,0.50941604,0.47447285,0.49067733,0.5160389,0.5050936,0.48556966
Student_422,0.4956076,0.4905607,0.483801,0.516186,0.50931036,0.5009558,0.47664353,0.4967625,0.5083063,0.49550125,0.49167702,0.49891743,0.4961974,0.5142108,0.506222,0.4848533,0.49762937,0.5209189,0.47659773,0.51395434,0.5165596,0.48576787,0.4833641
Student_423,0.481259,0.51357317,0.5296054,0.49848527,0.485656,0.4855356,0.50967234,0.49526066,0.5275607,0.5228825,0.52217746,0.51063836,0.47815925,0.4835716,0.47629225,0.5065084,0.52142954,0.5290987,0.47110274,0.5118686,0.5054021,0.49199736,0.50883204
Student_424,0.510461,0.48693293,0.49590886,0.50999695,0.5033826,0.49807405,0.5015296,0.5084824,0.49745274,0.47011146,0.50659174,0.47829056,0.50057447,0.52152854,0.49286652,0.4920261,0.49786398,0.50595236,0.5060283,0.4840162,0.5059407,0.5064293,0.5053689
Student_425,0.48704138,0.5184255,0.47099757,0.5044219,0.4951665,0.49823776,0.5078507,0.49958074,0.4898288,0.530831,0.50687855,0.5012794,0.48829117,0.5049399,0.49678946,0.511556,0.49411196,0.5003714,0.5160125,0.4963839,0.50357455,0.5110283,0.48898438
Student_426,0.49056002,0.50312537,0.50133115,0.51622546,0.5001371,0.4952981,0.496179,0.5032886,0.5012642,0.522121,0.5198255,0.4561133,0.48324716,0.493592,0.49836865,0.5098386,0.51064783,0.49182156,0.5084414,0.52724147,0.49555978,0.49412006,0.49756208
Student_427,0.50004977,0.48566505,0.5036043,0.5168759,0.5064281,0.51950383,0.49832246,0.49451032,0.51058465,0.49334502,0.481015,0.5112457,0.51342875,0.49382433,0.51970106,0.4749426,0.50671464,0.4745732,0.5192819,0.49332345,0.53638947,0.49485666,0.4916081
Student_428,0.5054106,0.48712724,0.48503083,0.48765624,0.48516414,0.5167052,0.49697146,0.5150352,0.49141988,0.49829388,0.5251823,0.48609272,0.478339,0.5150151,0.49208677,0.48820353,0.49240363,0.49624425,0.5173558,0.51024234,0.5091698,0.48966238,0.48229545
Student_429,0.49446386,0.49712625,0.47981787,0.52385426,0.49673405,0.51335603,0.50564355,0.48772186,0.5176028,0.5129114,0.4975279,0.4828068,0.52335566,0.5071291,0.49217713,0.51784027,0.4969749,0.5311535,0.48275107,0.4922507,0.48607644,0.4829329,0.52165884
Student_430,0.48264304,0.5038892,0.5066062,0.50502807,0.50367624,0.49656573,0.50698185,0.53038365,0.48579803,0.50419277,0.5174109,0.49521154,0.49128208,0.49951363,0.49558613,0.4944491,0.5007062,0.50291383,0.49394143,0.48016626,0.4957355,0.51122344,0.49569824
Student_431,0.47833824,0.5426887,0.5134589,0.509562,0.51824546,0.50376254,0.47517526,0.50143933,0.49601737,0.5143944,0.5035647,0.512016,0.48299506,0.49299952,0.5015986,0.47156334,0.5206232,0.48206845,0.5155204,0.50764936,0.4961977,0.5000406,0.4856253
Student_432,0.50053626,0.48519593,0.50796604,0.51114744,0.5043466,0.48864126,0.51069593,0.52654296,0.49275583,0.49855733,0.49203673,0.5038098,0.51760155,0.5173113,0.5104193,0.5284956,0.5090937,0.5136571,0.5062255,0.4778285,0.52486646,0.51836425,0.49761403
Student_433,0.46823844,0.4791979,0.5130564,0.50649476,0.50272894,0.5066613,0.5143554,0.48939192,0.5144885,0.4934789,0.5217937,0.522384,0.52597225,0.50933063,0.5002076,0.4974843,0.49538213,0.49725404,0.498815,0.50709397,0.5054431,0.5082174,0.4968849
Student_434,0.49537903,0.50100553,0.5129838,0.51950747,0.4801921,0.50844187,0.49938047,0.49070916,0.4977939,0.50151134,0.49536863,0.5017284,0.51898515,0.51418084,0.48054737,0.50828475,0.48660144,0.5178097,0.48146582,0.4855095,0.4870042,0.5148917,0.49242902
Student_435,0.49730653,0.4828395,0.5011443,0.50758535,0.5206723,0.48707578,0.50208044,0.49203873,0.49362656,0.5038441,0.48359114,0.49850857,0.51429576,0.50045854,0.48424914,0.5007524,0.5015996,0.49446672,0.5045581,0.48463145,0.4933738,0.4858878,0.50302345
Student_436,0.5063961,0.48505515,0.5061485,0.4826739,0.4960737,0.5102667,0.47994184,0.48751828,0.5131533,0.4999445,0.4964617,0.49643943,0.5029873,0.49533272,0.51094335,0.5188209,0.50577587,0.5075284,0.5078985,0.4948215,0.49338728,0.49994993,0.4949596
Student_437,0.49140754,0.488361,0.47412348,0.5181624,0.50757015,0.5033001,0.5074076,0.51061183,0.4834304,0.52039355,0.5249999,0.4828142,0.5180094,0.4958207,0.49167368,0.4923471,0.5000237,0.50511783,0.484896,0.48780677,0.48706728,0.4902432,0.4987666
Student_438,0.48978785,0.503383,0.50337857,0.51213586,0.491518,0.5236612,0.50047284,0.51635265,0.4931542,0.5061611,0.5115402,0.48667794,0.50645995,0.47554278,0.50934976,0.48417076,0.48809606,0.49980554,0.5217731,0.5062725,0.5027674,0.49416384,0.5218027
Student_439,0.49224564,0.49146158,0.5071093,0.49407586,0.5028525,0.503077,0.49045488,0.50319964,0.49012977,0.47634506,0.47889575,0.49252135,0.4978595,0.5046105,0.4955783,0.49687952,0.5053041,0.49495655,0.5046893,0.48353684,0.49215445,0.502883,0.5097319
Student_440,0.51696694,0.49596786,0.5082416,0.49980387,0.5184157,0.4966383,0.50675124,0.50500184,0.5065669,0.4949777,0.4870155,0.4897279,0.5030936,0.5126025,0.48774266,0.51146954,0.46773258,0.50135726,0.5134536,0.5186524,0.5221483,0.4886104,0.49617463
Student_441,0.51315606,0.52743155,0.49243414,0.5018312,0.5089315,0.49947092,0.4957181,0.49760103,0.48726884,0.4938347,0.51565826,0.47829393,0.49608132,0.50978374,0.5006516,0.50770646,0.5270619,0.52905416,0.5093066,0.50095624,0.50399524,0.4862925,0.49678904
Student_442,0.5331469,0.5025486,0.4970403,0.50490594,0.4976726,0.48874533,0.49121776,0.49404603,0.517477,0.52044785,0.4924855,0.48423812,0.51737875,0.50202984,0.5021491,0.5129538,0.49244815,0.48857445,0.50486475,0.4969644,0.48683596,0.4915593,0.5111334
Student_443,0.5202238,0.51211536,0.4865796,0.47940606,0.50599116,0.49133664,0.5026219,0.4860653,0.51779175,0.51250356,0.50670964,0.5196476,0.50364614,0.4922156,0.4893577,0.5225915,0.53038925,0.50947726,0.4900022,0.46354753,0.5007334,0.49399534,0.51092017
Student_444,0.49198362,0.50763667,0.50302136,0.50756675,0.5034389,0.5126276,0.50350386,0.49295378,0.48839557,0.49505815,0.4937009,0.5068688,0.48449486,0.51321924,0.5323158,0.5323847,0.4946724,0.48480588,0.48258683,0.5014647,0.4939038,0.50532746,0.5132993
Student_445,0.50707704,0.5115679,0.50015324,0.5130193,0.49750683,0.49314272,0.5004292,0.5208051,0.4953823,0.51733774,0.51556826,0.48963025,0.5151671,0.50345755,0.48803926,0.50192183,0.4900222,0.5137914,0.5180831,0.4942999,0.5147831,0.50007045,0.5136636
Student_446,0.48106143,0.50699836,0.5132853,0.4890605,0.5060334,0.50043106,0.49331206,0.48363698,0.49199572,0.5279896,0.48440835,0.4996562,0.49894688,0.49475688,0.48981604,0.49211165,0.4826999,0.5118279,0.5083105,0.5167546,0.5134609,0.48599353,0.501817
Student_447,0.50792634,0.5137008,0.50476605,0.49814942,0.49533013,0.5064428,0.4822117,0.48348802,0.5039352,0.4964797,0.4892266,0.50496674,0.4948353,0.5084388,0.49466032,0.5044928,0.50898844,0.48932305,0.51025873,0.49054775,0.485542,0.47124878,0.50333875
Student_448,0.47361925,0.49321786,0.4870272,0.5225626,0.48331642,0.4951518,0.4899951,0.5017469,0.4994984,0.48662814,0.5027024,0.50646144,0.5004375,0.49994242,0.50172865,0.4970657,0.50775915,0.5091758,0.5229512,0.5068191,0.49720418,0.46896267,0.5255699
Student_449,0.485271,0.5037052,0.50185573,0.48451614,0.5007966,0.48893,0.5178602,0.5012429,0.4931358,0.51592594,0.52441627,0.5047865,0.48422995,0.506321,0.49156144,0.5287169,0.5097611,0.49427587,0.4815226,0.5037208,0.500587,0.513685,0.4814497
Student_450,0.48580137,0.5137328,0.47448376,0.51082367,0.49624577,0.48820302,0.51958555,0.51694834,0.504724,0.48704264,0.4987754,0.49277902,0.50245184,0.5273054,0.50239533,0.50373,0.49935687,0.4797077,0.46417394,0.49097958,0.49825794,0.50407547,0.51150894
Student_451,0.49855068,0.4922539,0.49701828,0.4909752,0.51620007,0.4927179,0.5123854,0.52311695,0.51545715,0.51817095,0.50205475,0.5060008,0.48939466,0.49742135,0.51192933,0.53196186,0.52548623,0.50964355,0.48616546,0.503827,0.47670454,0.5169537,0.4761637
Student_452,0.47652867,0.5110199,0.5042784,0.5022639,0.48654178,0.5097183,0.49972025,0.5030913,0.49194893,0.5174594,0.50148535,0.501448,0.49594375,0.49161467,0.50817966,0.507682,0.50404954,0.54473126,0.4769884,0.49026185,0.48480466,0.5008685,0.4752475
Student_453,0.49154115,0.49361572,0.5106507,0.4897944,0.53084314,0.5061294,0.49458006,0.48986253,0.50529003,0.49602166,0.4991554,0.46986106,0.49998033,0.4886301,0.4805486,0.50245565,0.50108933,0.4651462,0.46879482,0.48898876,0.48061037,0.49440885,0.4941965
Student_454,0.5051691,0.48170918,0.5018728,0.52211046,0.50322556,0.46363196,0.5157621,0.50702655,0.49573842,0.5044597,0.5237047,0.47796583,0.51993567,0.476362,0.49638554,0.5123251,0.4863726,0.49811423,0.5038656,0.4920957,0.5012774,0.4937368,0.52973586
Student_455,0.51630265,0.48162052,0.47872773,0.49159467,0.5123149,0.4800344,0.50901705,0.49935436,0.49706334,0.49668768,0.497642,0.4820896,0.4845968,0.512106,0.50009423,0.5123592,0.4945808,0.5045769,0.49941579,0.48411644,0.5272523,0.49644807,0.49438262
Student_456,0.52225363,0.4899933,0.49851087,0.49197093,0.4907134,0.51265585,0.5074728,0.5065581,0.5026947,0.5180926,0.49890396,0.52190393,0.5011438,0.526613,0.49463186,0.5003355,0.49886698,0.51205206,0.50623417,0.47323793,0.49140987,0.5083831,0.4872921
Student_457,0.50391084,0.51354873,0.49248585,0.49822876,0.51064163,0.49319676,0.5024702,0.49559352,0.50236833,0.5008943,0.5026621,0.49016806,0.49759337,0.50637394,0.4910265,0.47393095,0.4937324,0.52561295,0.48748395,0.4752926,0.5082487,0.50251573,0.49275824
Student_458,0.51588595,0.52504355,0.48385757,0.480589,0.49238712,0.49698278,0.49250382,0.48814967,0.5103274,0.52447104,0.497577,0.52024,0.5062481,0.54976517,0.50900686,0.50822425,0.5072381,0.47975793,0.5062038,0.51732516,0.5073157,0.48016953,0.50358117
Student_459,0.50846505,0.50990677,0.49657354,0.50863934,0.5256717,0.50152415,0.5031366,0.4934631,0.51454794,0.49624994,0.48253986,0.46299577,0.51407766,0.53423494,0.48492327,0.4855665,0.5323928,0.49519902,0.47890213,0.49888438,0.4898313,0.46973068,0.50482684
Student_460,0.49517167,0.51429135,0.48936164,0.48614404,0.50749505,0.5003873,0.5235944,0.4893604,0.475696,0.5055703,0.51830137,0.4948873,0.5063382,0.49661264,0.47797045,0.4950939,0.4706293,0.49919462,0.49730805,0.4923464,0.5043343,0.51063925,0.4900158
Student_461,0.51125616,0.51347214,0.49688822,0.47389698,0.5094166,0.4732688,0.5008071,0.48964113,0.5139861,0.4992968,0.50415653,0.48251498,0.52085644,0.4935705,0.4920126,0.4902262,0.48069188,0.5158756,0.51581407,0.50115633,0.51304495,0.5015925,0.48359862
Student_462,0.50734854,0.5021394,0.5009807,0.5041627,0.5230062,0.51029944,0.49403027,0.5184963,0.49656978,0.49824083,0.499314,0.49298412,0.50272346,0.4835451,0.5001177,0.50275475,0.5075416,0.5098686,0.4853189,0.5126337,0.5019607,0.523227,0.48971373
Student_463,0.51451784,0.5143202,0.5061482,0.493142,0.49310827,0.49374425,0.49279854,0.49592218,0.49037924,0.4657452,0.518198,0.4820095,0.48122135,0.48639312,0.49436927,0.49056038,0.50319767,0.49880838,0.5048487,0.48658067,0.50132185,0.501438,0.51498044
Student_464,0.49561712,0.5107583,0.48736584,0.51117826,0.5107307,0.49584064,0.5113137,0.5041649,0.5011095,0.48707283,0.4827128,0.5249112,0.50410366,0.48347086,0.51090056,0.5128677,0.5041762,0.51395905,0.48410162,0.51946497,0.49958205,0.51893085,0.49054283
Student_465,0.49917144,0.48602518,0.51391566,0.50521857,0.50348383,0.5047166,0.4965369,0.46990296,0.5185394,0.5081622,0.49219388,0.50871515,0.5247355,0.5107708,0.500778,0.5052236,0.4904999,0.50168425,0.51192135,0.51498586,0.49591053,0.5016897,0.48669982
Student_466,0.48227555,0.5055007,0.4804309,0.5061153,0.5076722,0.5187756,0.5001239,0.50558186,0.47623873,0.50034857,0.5026753,0.51635665,0.5030957,0.49161848,0.50517267,0.51123184,0.4978672,0.49287662,0.45865774,0.49288228,0.49957335,0.48014557,0.52943456
Student_467,0.49225673,0.48423058,0.4828435,0.4808643,0.49373993,0.48512354,0.50863254,0.4847582,0.4974686,0.50162977,0.48924714,0.5059464,0.48340812,0.50866646,0.50027573,0.48082536,0.4620733,0.49779615,0.5058522,0.51409096,0.49451342,0.4849318,0.49684718
Student_468,0.4984137,0.498695,0.5066102,0.49030945,0.51527727,0.47662655,0.5168162,0.5204841,0.49632505,0.479392,0.5012016,0.49932447,0.51521814,0.47471812,0.50938284,0.49468872,0.51257503,0.46894744,0.49805033,0.51252526,0.48536906,0.5073085,0.4857213
Student_469,0.4858435,0.49585307,0.5208479,0.49607298,0.48279113,0.48676476,0.4981678,0.50326204,0.52907014,0.48107716,0.49049413,0.46580285,0.47495964,0.5180229,0.51104695,0.48295623,0.493435,0.5103229,0.491059,0.5133328,0.5078384,0.4898305,0.48554087
Student_470,0.46507156,0.52128947,0.51054424,0.4745884,0.49577528,0.53299224,0.49245572,0.4903014,0.4925804,0.4926404,0.49228135,0.50815517,0.507174,0.48622316,0.51858515,0.48726523,0.48676336,0.5034894,0.51425385,0.49040025,0.5192571,0.48413482,0.46816367
Student_471,0.5141326,0.5081869,0.49658078,0.523399,0.48293656,0.4962102,0.5081927,0.51503664,0.5006615,0.50201505,0.5047573,0.5245974,0.51666504,0.4835775,0.48330617,0.4918519,0.48763105,0.49914864,0.47846156,0.50796515,0.5001692,0.52329755,0.51249945
Student_472,0.5143876,0.51688075,0.50793815,0.5084381,0.49106455,0.48481333,0.53194135,0.4993968,0.53225344,0.51295936,0.50292534,0.5103933,0.50411594,0.5016119,0.51013464,0.5045227,0.49152768,0.48447663,0.4818204,0.52068466,0.49212292,0.50723934,0.48534152
Student_473,0.49385372,0.511518,0.48967096,0.4773024,0.5025954,0.5071854,0.50923234,0.49577832,0.51872617,0.4900193,0.51144075,0.5198739,0.5176983,0.49992454,0.4902421,0.5163938,0.48783183,0.5159472,0.49023148,0.49807352,0.46660376,0.4839984,0.50416714
Student_474,0.48341185,0.48982295,0.47706252,0.4817646,0.49162492,0.5364338,0.50114506,0.50148743,0.49861303,0.4933667,0.50254637,0.48087442,0.49480176,0.49523532,0.49355575,0.5263649,0.50647944,0.50095016,0.49172267,0.4884182,0.4847544,0.4995574,0.5011662
Student_475,0.49684578,0.50743634,0.50538266,0.4873105,0.4977423,0.51398474,0.48225668,0.4856677,0.5067685,0.4897856,0.5001998,0.49824196,0.51337934,0.52147424,0.48282138,0.5078356,0.5056406,0.50201464,0.5137503,0.47708437,0.5032915,0.4723154,0.50047964
Student_476,0.51011956,0.4811477,0.47655496,0.5204381,0.49734637,0.4896036,0.4900134,0.50333774,0.4867224,0.5101947,0.48811036,0.5126501,0.4995185,0.5000214,0.5040323,0.5163722,0.5137535,0.516952,0.49841988,0.51260626,0.46744454,0.5057644,0.50373375
Student_477,0.48529318,0.50783455,0.4888734,0.49648097,0.5008087,0.49222133,0.47645837,0.5066658,0.4891842,0.49198073,0.48929816,0.50264287,0.50268304,0.5072518,0.50379974,0.49999595,0.5053228,0.50917333,0.50621057,0.5025661,0.49448687,0.49617192,0.5016355
Student_478,0.50218064,0.50454146,0.5059267,0.48894784,0.47379324,0.532191,0.5012342,0.51029396,0.48623276,0.49504745,0.48566663,0.48878446,0.48253664,0.49747533,0.4972294,0.49976087,0.49772745,0.48603222,0.48119196,0.49057594,0.50500363,0.49767438,0.48000303
Student_479,0.50060016,0.48697817,0.49778068,0.5108835,0.49617088,0.49525914,0.4823546,0.52032274,0.5076834,0.48077664,0.51248866,0.47723457,0.49058184,0.47673067,0.51212835,0.47297752,0.5104222,0.50520873,0.48464718,0.5067848,0.50930697,0.5132255,0.50325966
Student_480,0.50945234,0.506655,0.48217303,0.5058674,0.51236415,0.5397939,0.509254,0.48925427,0.48834473,0.4834872,0.48122078,0.5201274,0.4877014,0.47399643,0.48179168,0.49950486,0.4988257,0.49256694,0.50189924,0.5107963,0.50598294,0.49064216,0.5099672
Student_481,0.5030621,0.52415097,0.49789461,0.50977457,0.48298094,0.5093242,0.51369023,0.49265373,0.50043213,0.503121,0.49404317,0.51988035,0.50175935,0.5000148,0.5085174,0.51474667,0.50997806,0.50843805,0.49983287,0.49654293,0.49287486,0.5157379,0.5186681
Student_482,0.5029901,0.5113703,0.52331764,0.49374297,0.48260215,0.49038842,0.4992228,0.48592243,0.5317287,0.50880224,0.49755257,0.52244943,0.47334313,0.515737,0.51236516,0.51108634,0.49768606,0.4998584,0.4961231,0.47624484,0.47498706,0.4859789,0.489517
